,content,label
114,"['event', 'academiaedu’s', 'aggregate', 'liability', 'arising', 'connection', 'terms', 'use', 'inability', 'use', 'site', 'services', 'collective', 'content', 'exceed', 'greater', 'fifty', 'dollars', '50', 'subscription', 'fees', 'paid', '12', 'month', 'period', 'act', 'giving', 'rise', 'liability']",1
115,"['trademarks', 'service', 'marks', 'logos', 'trade', 'names', 'proprietary', 'designations', 'academiaedu', 'used', 'herein', 'trademarks', 'registered', 'trademarks', 'academiaedu', 'trademarks', 'service', 'marks', 'logos', 'trade', 'names', 'proprietary', 'designations', 'trademarks', 'registered', 'trademarks', 'respective', 'parties']",0
116,"['terms', 'action', 'related', 'thereto', 'governed', 'laws', 'state', 'california', 'without', 'regard', 'conflict', 'laws', 'provisions']",1
117,"['terms', 'constitute', 'entire', 'exclusive', 'understanding', 'agreement', 'academiaedu', 'regarding', 'site', 'services', 'collective', 'content', 'terms', 'supersede', 'replace', 'prior', 'oral', 'written', 'understandings', 'agreements', 'academiaedu', 'regarding', 'site', 'services', 'collective', 'content']",0
118,"['may', 'assign', 'transfer', 'terms', 'operation', 'law', 'otherwise', 'without', 'academiaedu’s', 'prior', 'written', 'consent', 'attempt', 'assign', 'transfer', 'terms', 'without', 'consent', 'null', 'effect', 'academiaedu', 'may', 'assign', 'transfer', 'terms', 'sole', 'discretion', 'without', 'restriction', 'subject', 'foregoing', 'terms', 'bind', 'inure', 'benefit', 'parties', 'successors', 'permitted', 'assigns']",0
119,"['notices', 'communications', 'permitted', 'required', 'hereunder', 'including', 'regarding', 'modifications', 'terms', 'writing', 'given', 'academiaedu', 'via', 'email', 'case', 'address', 'provide', 'ii', 'posting', 'site', 'notices', 'made', 'email', 'date', 'receipt', 'deemed', 'date', 'notice', 'transmitted']",0
120,"['academiaedu', 'agree', 'dispute', 'claim', 'controversy', 'arising', 'relating', 'terms', 'breach', 'termination', 'enforcement', 'interpretation', 'validity', 'thereof', 'use', 'site', 'services', 'collectively', '“disputes”', 'settled', 'binding', 'arbitration', 'except', 'party', 'retains', 'right', 'bring', 'individual', 'action', 'small', 'claims', 'court', 'ii', 'seek', 'injunctive', 'equitable', 'relief', 'court', 'competent', 'jurisdiction', 'prevent', 'actual', 'threatened', 'infringement', 'misappropriation', 'violation', 'party’s', 'copyrights', 'trademarks', 'trade', 'secrets', 'patents', 'intellectual', 'property', 'rights', 'action', 'described', 'foregoing', 'clause', 'ii', '“ip', 'protection', 'action”']",1
121,"['exclusive', 'jurisdiction', 'venue', 'ip', 'protection', 'action', 'timely', 'provide', 'academiaedu', 'arbitration', 'optout', 'notice', 'dispute', 'individual', 'action', 'brought', 'small', 'claims', 'court', 'state', 'federal', 'courts', 'located', 'northern', 'district', 'california', 'parties', 'hereto', 'waives', 'objection', 'jurisdiction', 'venue', 'courts']",1
122,"['arbitration', 'rules', 'governing', 'law', 'arbitration', 'administered', 'american', 'arbitration', 'association', '“aaa”', 'accordance', 'commercial', 'arbitration', 'rules', 'supplementary', 'procedures', 'consumer', 'related', 'disputes', '“aaa', 'rules”', 'effect', 'except', 'modified', '“dispute', 'resolution”', 'section', 'aaa', 'rules', 'available', 'wwwadrorgarbmed', 'calling', 'aaa', '18007787879', 'federal', 'arbitration', 'act', 'govern', 'interpretation', 'enforcement', 'section']",0
123,"['arbitration', 'process', 'party', 'desires', 'initiate', 'arbitration', 'must', 'provide', 'party', 'written', 'demand', 'arbitration', 'specified', 'aaa', 'rules', 'aaa', 'provides', 'form', 'demand', 'arbitration', 'httpwwwadrorgaaashowpdfdocadrstg004175', 'separate', 'form', 'california', 'residents', 'httpwwwadrorgaaashowpdfdocadrstg015822', 'arbitrator', 'either', 'retired', 'judge', 'attorney', 'licensed', 'practice', 'law', 'selected', 'parties', 'aaa’s', 'roster', 'arbitrators', 'parties', 'unable', 'agree', 'upon', 'arbitrator', 'within', 'seven', '7', 'days', 'delivery', 'demand', 'arbitration', 'aaa', 'appoint', 'arbitrator', 'accordance', 'aaa', 'rules']",0
124,"['arbitration', 'location', 'procedure', 'unless', 'academiaedu', 'otherwise', 'agree', 'arbitration', 'conducted', 'county', 'reside', 'claim', 'exceed', '10000', 'arbitration', 'conducted', 'solely', 'basis', 'documents', 'academiaedu', 'submit', 'arbitrator', 'unless', 'request', 'hearing', 'arbitrator', 'determines', 'hearing', 'necessary', 'claim', 'exceeds', '10000', 'right', 'hearing', 'determined', 'aaa', 'rules', 'subject', 'aaa', 'rules', 'arbitrator', 'discretion', 'direct', 'reasonable', 'exchange', 'information', 'parties', 'consistent', 'expedited', 'nature', 'arbitration']",0
125,"['arbitrator’s', 'decision', 'arbitrator', 'render', 'award', 'within', 'time', 'frame', 'specified', 'aaa', 'rules', 'arbitrator’s', 'decision', 'include', 'essential', 'findings', 'conclusions', 'upon', 'arbitrator', 'based', 'award', 'judgment', 'arbitration', 'award', 'may', 'entered', 'court', 'jurisdiction', 'thereof', 'arbitrator’s', 'award', 'damages', 'must', 'consistent', 'terms', '“limitation', 'liability”', 'section', 'types', 'amounts', 'damages', 'party', 'may', 'held', 'liable', 'arbitrator', 'may', 'award', 'declaratory', 'injunctive', 'relief', 'favor', 'claimant', 'extent', 'necessary', 'provide', 'relief', 'warranted', 'claimant’s', 'individual', 'claim', 'prevail', 'arbitration', 'entitled', 'award', 'attorneys’', 'fees', 'expenses', 'extent', 'provided', 'applicable', 'law', 'academiaedu', 'seek', 'hereby', 'waives', 'rights', 'may', 'applicable', 'law', 'recover', 'attorneys’', 'fees', 'expenses', 'prevails', 'arbitration']",0
126,"['fees', 'responsibility', 'pay', 'aaa', 'filing', 'administrative', 'arbitrator', 'fees', 'solely', 'set', 'forth', 'aaa', 'rules', 'however', 'claim', 'damages', 'exceed', '75000', 'academiaedu', 'pay', 'fees', 'unless', 'arbitrator', 'finds', 'either', 'substance', 'claim', 'relief', 'sought', 'demand', 'arbitration', 'frivolous', 'brought', 'improper', 'purpose', 'measured', 'standards', 'set', 'forth', 'federal', 'rule', 'civil', 'procedure', '11b']",0
127,"['changes', 'notwithstanding', 'provisions', '“modification”', 'section', 'academiaedu', 'changes', '“dispute', 'resolution”', 'section', 'date', 'first', 'accepted', 'terms', 'accepted', 'subsequent', 'changes', 'terms', 'may', 'reject', 'change', 'sending', 'us', 'written', 'notice', 'including', 'email', 'feedbackacademiaedu', 'within', '30', 'days', 'date', 'change', 'became', 'effective', 'indicated', '“last', 'updated', 'date”', 'date', 'academiaedu’s', 'email', 'notifying', 'change', 'rejecting', 'change', 'agreeing', 'arbitrate', 'dispute', 'academiaedu', 'accordance', 'provisions', '“dispute', 'resolution”', 'section', 'date', 'first', 'accepted', 'terms', 'accepted', 'subsequent', 'changes', 'terms']",0
128,"['failure', 'academiaedu', 'enforce', 'right', 'provision', 'terms', 'constitute', 'waiver', 'future', 'enforcement', 'right', 'provision', 'waiver', 'right', 'provision', 'effective', 'writing', 'signed', 'duly', 'authorized', 'representative', 'academiaedu', 'except', 'expressly', 'set', 'forth', 'terms', 'exercise', 'either', 'party', 'remedies', 'terms', 'without', 'prejudice', 'remedies', 'terms', 'otherwise', 'reason', 'court', 'competent', 'jurisdiction', 'finds', 'provision', 'terms', 'invalid', 'unenforceable', 'provision', 'enforced', 'maximum', 'extent', 'permissible', 'provisions', 'terms', 'remain', 'full', 'force', 'effect']",0
129,"['questions', 'terms', 'please', 'contact', 'academiaedu', 'feedbackacademiaedu']",0
130,"['we’ve', 'recently', 'updated', '1', 'terms', 'service', '2', 'payments', 'terms', 'service', '3', 'privacy', 'policy', 'collectively', '“terms”', 'signed', 'account', 'prior', 'june', '19', '2017', 'we’ll', 'ask', 'agree', 'new', 'terms', 'use', 'airbnb', 'september', '01', '2017', 'september', '01', '2017', 'prior', 'terms', 'service', 'payments', 'terms', 'service', 'privacy', 'policy', 'apply', 'please', 'read', 'terms', 'carefully', 'signed', 'account', 'june', '19', '2017', 'updated', 'terms', 'apply', 'learn', 'what’s', 'changing']",0
131,"['please', 'read', 'terms', 'service', 'carefully', 'contain', 'important', 'information', 'legal', 'rights', 'remedies', 'obligations']",0
132,"['please', 'note', 'section', '19', 'terms', 'service', 'contains', 'arbitration', 'clause', 'class', 'action', 'waiver', 'applies', 'airbnb', 'members', 'reside', 'united', 'states', 'provision', 'applies', 'disputes', 'airbnb', 'reside', 'outside', 'united', 'states', 'provision', 'applies', 'action', 'bring', 'airbnb', 'united', 'states', 'affects', 'disputes', 'airbnb', 'resolved']",0
133,"['terms', 'service', 'terms', 'constitute', 'legally', 'binding', 'agreement', 'agreement', 'airbnb', 'defined', 'governing', 'access', 'use', 'airbnb', 'website', 'including', 'subdomains', 'thereof', 'websites', 'airbnb', 'makes', 'airbnb', 'services', 'available', 'collectively', 'site', 'mobile', 'tablet', 'smart', 'device', 'applications', 'application', 'program', 'interfaces', 'collectively', 'application', 'associated', 'services', 'collectively', 'airbnb', 'services', 'site', 'application', 'airbnb', 'services', 'together', 'hereinafter', 'collectively', 'referred', '“airbnb', 'platform”', 'host', 'guarantee', 'terms', 'guest', 'refund', 'policy', 'nondiscrimination', 'policy', 'policies', 'applicable', 'use', 'airbnb', 'platform', 'incorporated', 'reference', 'agreement']",0
134,"['terms', 'mention', '“airbnb”', '“we”', '“us”', '“our”', 'refers', 'airbnb', 'company', 'contracting']",0
135,"['reside', 'united', 'states', 'contracting', 'airbnb', 'inc', '888', 'brannan', 'street', '4th', 'floor', 'san', 'francisco', 'ca', '94103', 'united', 'states']",0
136,"['reside', 'outside', 'united', 'states', 'people’s', 'republic', 'china', 'purposes', 'terms', 'include', 'hong', 'kong', 'macau', 'taiwan', 'hereinafter', '“china”', 'contracting', 'airbnb', 'ireland', 'uc', '“airbnb', 'ireland”', 'watermarque', 'building', 'south', 'lotts', 'road', 'ringsend', 'dublin', '4', 'ireland']",0
137,"['reside', 'china', 'contracting', 'airbnb', 'internet', 'beijing', 'co', 'ltd', '“airbnb', 'china”', 'except', 'book', 'host', 'service', 'defined', 'create', 'listing', 'located', 'outside', 'china', 'case', 'contracting', 'airbnb', 'ireland', 'transaction', 'additionally', 'contracting', 'entity', 'airbnb', 'china', 'nevertheless', 'contract', 'airbnb', 'ireland', 'bookings', 'confirmed', 'prior', 'december', '7', '2016', '1000am', 'utc']",0
138,"['change', 'place', 'residence', 'airbnb', 'company', 'contract', 'determined', 'new', 'place', 'residence', 'specified', 'date', 'place', 'residence', 'changes']",0
139,"['collection', 'use', 'personal', 'information', 'connection', 'access', 'use', 'airbnb', 'platform', 'described', 'privacy', 'policy']",0
140,"['payment', 'processing', 'services', 'connection', 'use', 'airbnb', 'platform', 'payment', 'services', 'provided', 'one', 'airbnb', 'payments', 'entities', 'individually', 'collectively', 'appropriate', 'airbnb', 'payments', 'set', 'payments', 'terms', 'service', 'payments', 'terms']",0
141,"['hosts', 'alone', 'responsible', 'identifying', 'understanding', 'complying', 'laws', 'rules', 'regulations', 'apply', 'listings', 'host', 'services', 'example', 'cities', 'laws', 'restrict', 'ability', 'host', 'paying', 'guests', 'short', 'periods', 'provide', 'certain', 'host', 'services', 'many', 'cities', 'hosts', 'may', 'register', 'get', 'permit', 'obtain', 'license', 'preparing', 'food', 'serving', 'alcohol', 'sale', 'cities', 'may', 'require', 'license', 'guide', 'tours', 'sail', 'host', 'alone', 'responsible', 'identifying', 'obtaining', 'required', 'licenses', 'permits', 'registrations', 'host', 'services', 'offer', 'certain', 'types', 'host', 'services', 'may', 'prohibited', 'altogether', 'penalties', 'may', 'include', 'fines', 'enforcement', 'provide', 'information', 'help', 'center', 'help', 'identify', 'obligations', 'apply', 'questions', 'local', 'laws', 'apply', 'listings', 'host', 'services', 'airbnb', 'always', 'seek', 'legal', 'guidance']",0
142,"['airbnb', 'platform', 'online', 'marketplace', 'enables', 'registered', 'users', '“members”', 'certain', 'third', 'parties', 'offer', 'services', 'members', 'third', 'parties', 'offer', 'services', '“hosts”', 'services', 'offer', '“host', 'services”', 'publish', 'host', 'services', 'airbnb', 'platform', '“listings”', 'communicate', 'transact', 'directly', 'members', 'seeking', 'book', 'host', 'services', 'members', 'using', 'host', 'services', '“guests”', 'host', 'services', 'may', 'include', 'offering', 'vacation', 'properties', 'use', 'accommodations', 'single', 'multiday', 'activities', 'various', 'categories', '“experiences”', 'access', 'unique', 'events', 'locations', '“events”', 'variety', 'travel', 'nontravel', 'related', 'services']",0
143,"['provider', 'airbnb', 'platform', 'airbnb', 'create', 'sell', 'resell', 'provide', 'control', 'manage', 'offer', 'deliver', 'supply', 'listings', 'host', 'services', 'hosts', 'alone', 'responsible', 'listings', 'host', 'services', 'members', 'make', 'accept', 'booking', 'entering', 'contract', 'directly', 'airbnb', 'become', 'party', 'participant', 'contractual', 'relationship', 'members', 'airbnb', 'real', 'estate', 'broker', 'insurer', 'airbnb', 'acting', 'agent', 'capacity', 'member', 'except', 'specified', 'payments', 'terms']",0
144,"['may', 'help', 'facilitate', 'resolution', 'disputes', 'airbnb', 'control', 'guarantee', 'existence', 'quality', 'safety', 'suitability', 'legality', 'listings', 'host', 'services', 'ii', 'truth', 'accuracy', 'listing', 'descriptions', 'ratings', 'reviews', 'member', 'content', 'defined', 'iii', 'performance', 'conduct', 'member', 'third', 'party', 'airbnb', 'endorse', 'member', 'listing', 'host', 'services', 'references', 'member', 'verified', 'similar', 'language', 'indicate', 'member', 'completed', 'relevant', 'verification', 'identification', 'process', 'nothing', 'else', 'description', 'endorsement', 'certification', 'guarantee', 'airbnb', 'member', 'including', 'members', 'identity', 'background', 'whether', 'member', 'trustworthy', 'safe', 'suitable', 'always', 'exercise', 'due', 'diligence', 'care', 'deciding', 'whether', 'stay', 'accommodation', 'participate', 'experience', 'event', 'use', 'host', 'services', 'accept', 'booking', 'request', 'guest', 'communicate', 'interact', 'members', 'whether', 'online', 'person', 'verified', 'images', 'defined', 'intended', 'indicate', 'photographic', 'representation', 'listing', 'time', 'photograph', 'taken', 'therefore', 'endorsement', 'airbnb', 'host', 'listing']",0
145,"['choose', 'use', 'airbnb', 'platform', 'host', 'cohost', 'defined', 'relationship', 'airbnb', 'limited', 'independent', 'thirdparty', 'contractor', 'employee', 'agent', 'joint', 'venturer', 'partner', 'airbnb', 'reason', 'act', 'exclusively', 'behalf', 'benefit', 'behalf', 'benefit', 'airbnb']",0
146,"['promote', 'airbnb', 'platform', 'increase', 'exposure', 'listings', 'potential', 'guests', 'listings', 'member', 'content', 'may', 'displayed', 'websites', 'applications', 'within', 'emails', 'online', 'offline', 'advertisements', 'assist', 'members', 'speak', 'different', 'languages', 'listings', 'member', 'content', 'may', 'translated', 'whole', 'part', 'languages', 'airbnb', 'cannot', 'guarantee', 'accuracy', 'quality', 'translations', 'members', 'responsible', 'reviewing', 'verifying', 'accuracy', 'translations', 'airbnb', 'platform', 'may', 'contain', 'translations', 'powered', 'google', 'google', 'disclaims', 'warranties', 'related', 'translations', 'express', 'implied', 'including', 'warranties', 'accuracy', 'reliability', 'implied', 'warranties', 'merchantability', 'fitness', 'particular', 'purpose', 'noninfringement']",0
147,"['airbnb', 'platform', 'may', 'contain', 'links', 'thirdparty', 'websites', 'resources', '“thirdparty', 'services”', 'thirdparty', 'services', 'may', 'subject', 'different', 'terms', 'conditions', 'privacy', 'practices']",0
148,"['due', 'nature', 'internet', 'airbnb', 'cannot', 'guarantee', 'continuous', 'uninterrupted', 'availability', 'accessibility', 'airbnb', 'platform', 'airbnb', 'may', 'restrict', 'availability', 'airbnb', 'platform', 'certain', 'areas', 'features', 'thereof', 'necessary', 'view', 'capacity', 'limits', 'security', 'integrity', 'servers', 'carry', 'maintenance', 'measures', 'ensure', 'proper', 'improved', 'functioning', 'airbnb', 'platform']",0
149,"['must', 'least', '18', 'years', 'old', 'able', 'enter', 'legally', 'binding', 'contracts', 'access', 'use', 'airbnb', 'platform', 'register', 'airbnb', 'account', 'accessing', 'using', 'airbnb', 'platform', 'represent', 'warrant', '18', 'older', 'legal', 'capacity', 'authority', 'enter', 'contract']",0
150,"['comply', 'applicable', 'export', 'control', 'laws', 'local', 'jurisdiction', 'also', 'represent', 'warrant', 'neither', 'host', 'services', 'located', 'take', 'place', 'country', 'subject', 'us', 'government', 'embargo', 'designated', 'us', 'government', 'terrorist', 'supporting', 'country', 'ii', 'listed', 'us', 'government', 'list', 'prohibited', 'restricted', 'parties']",0
151,"['airbnb', 'may', 'make', 'access', 'use', 'airbnb', 'platform', 'certain', 'areas', 'features', 'airbnb', 'platform', 'subject', 'certain', 'conditions', 'requirements', 'completing', 'verification', 'process', 'meeting', 'specific', 'quality', 'eligibility', 'criteria', 'meeting', 'ratings', 'reviews', 'thresholds', 'booking', 'cancellation', 'history']",0
152,"['user', 'verification', 'internet', 'difficult', 'assume', 'responsibility', 'confirmation', 'member’s', 'identity', 'notwithstanding', 'transparency', 'fraud', 'prevention', 'purposes', 'permitted', 'applicable', 'laws', 'may', 'obligation', 'ask', 'members', 'provide', 'form', 'government', 'identification', 'information', 'undertake', 'additional', 'checks', 'designed', 'help', 'verify', 'identities', 'backgrounds', 'members', 'ii', 'screen', 'members', 'third', 'party', 'databases', 'sources', 'request', 'reports', 'service', 'providers', 'iii', 'sufficient', 'information', 'identify', 'member', 'obtain', 'reports', 'public', 'records', 'criminal', 'convictions', 'sex', 'offender', 'registrations', 'equivalent', 'version', 'background', 'registered', 'sex', 'offender', 'checks', 'local', 'jurisdiction', 'available']",0
153,"['access', 'use', 'certain', 'areas', 'features', 'airbnb', 'platform', 'may', 'subject', 'separate', 'policies', 'standards', 'guidelines', 'may', 'require', 'accept', 'additional', 'terms', 'conditions', 'conflict', 'terms', 'terms', 'conditions', 'applicable', 'specific', 'area', 'feature', 'airbnb', 'platform', 'latter', 'terms', 'conditions', 'take', 'precedence', 'respect', 'access', 'use', 'area', 'feature', 'unless', 'specified', 'otherwise']",0
154,"['access', 'download', 'application', 'apple', 'app', 'store', 'agree', 'apple’s', 'licensed', 'application', 'end', 'user', 'license', 'agreement', 'areas', 'airbnb', 'platform', 'implement', 'google', 'mapsearth', 'mapping', 'services', 'including', 'google', 'maps', 'apis', 'use', 'google', 'mapsearth', 'subject', 'google', 'mapsgoogle', 'earth', 'additional', 'terms', 'service']",0
155,"['airbnb', 'reserves', 'right', 'modify', 'terms', 'time', 'accordance', 'provision']",1
156,"['terminate', 'agreement', 'date', 'revised', 'terms', 'become', 'effective', 'continued', 'access', 'use', 'airbnb', 'platform', 'constitute', 'acceptance', 'revised', 'terms']",1
157,"['must', 'register', 'account', 'airbnb', 'account', 'access', 'use', 'certain', 'features', 'airbnb', 'platform', 'publishing', 'booking', 'listing', 'registering', 'airbnb', 'account', 'company', 'legal', 'entity', 'represent', 'warrant', 'authority', 'legally', 'bind', 'entity', 'grant', 'us', 'permissions', 'licenses', 'provided', 'terms']",0
158,"['register', 'airbnb', 'account', 'using', 'email', 'address', 'creating', 'password', 'account', 'certain', 'thirdparty', 'social', 'networking', 'services', 'facebook', 'google', 'sns', 'account', 'ability', 'disable', 'connection', 'airbnb', 'account', 'sns', 'account', 'time', 'accessing', 'settings', 'section', 'airbnb', 'platform']",0
159,"['must', 'provide', 'accurate', 'current', 'complete', 'information', 'registration', 'process', 'keep', 'airbnb', 'account', 'public', 'airbnb', 'account', 'profile', 'page', 'information', 'uptodate', 'times']",0
160,"['may', 'register', 'one', '1', 'airbnb', 'account', 'unless', 'airbnb', 'authorizes', 'may', 'assign', 'otherwise', 'transfer', 'airbnb', 'account', 'another', 'party']",0
161,"['responsible', 'maintaining', 'confidentiality', 'security', 'airbnb', 'account', 'credentials', 'may', 'disclose', 'credentials', 'third', 'party', 'must', 'immediately', 'notify', 'airbnb', 'know', 'reason', 'suspect', 'credentials', 'lost', 'stolen', 'misappropriated', 'otherwise', 'compromised', 'case', 'actual', 'suspected', 'unauthorized', 'use', 'airbnb', 'account', 'liable', 'activities', 'conducted', 'airbnb', 'account', 'unless', 'activities', 'authorized', 'otherwise', 'negligent', 'failing', 'report', 'unauthorized', 'use', 'loss', 'credentials']",0
162,"['airbnb', 'may', 'enable', 'features', 'allow', 'authorize', 'members', 'certain', 'third', 'parties', 'take', 'certain', 'actions', 'affect', 'airbnb', 'account', 'example', 'may', 'allow', 'members', 'associated', 'enterprise', 'defined', 'privacy', 'policy', 'book', 'members', 'may', 'allow', 'hosts', 'add', 'members', 'cohosts', 'defined', 'help', 'manage', 'listings', 'features', 'require', 'share', 'credentials', 'person', 'third', 'party', 'authorized', 'airbnb', 'ask', 'credentials', 'shall', 'request', 'credentials', 'another', 'member']",0
163,"['airbnb', 'may', 'sole', 'discretion', 'enable', 'members', 'create', 'upload', 'post', 'send', 'receive', 'store', 'content', 'text', 'photos', 'audio', 'video', 'materials', 'information', 'airbnb', 'platform', 'member', 'content', 'ii', 'access', 'view', 'member', 'content', 'content', 'airbnb', 'makes', 'available', 'airbnb', 'platform', 'including', 'proprietary', 'airbnb', 'content', 'content', 'licensed', 'authorized', 'use', 'airbnb', 'third', 'party', 'airbnb', 'content', 'together', 'member', 'content', 'collective', 'content']",0
164,"['airbnb', 'platform', 'airbnb', 'content', 'member', 'content', 'may', 'entirety', 'part', 'protected', 'copyright', 'trademark', 'andor', 'laws', 'united', 'states', 'countries', 'acknowledge', 'agree', 'airbnb', 'platform', 'airbnb', 'content', 'including', 'associated', 'intellectual', 'property', 'rights', 'exclusive', 'property', 'airbnb', 'andor', 'licensors', 'authorizing', 'thirdparties', 'remove', 'alter', 'obscure', 'copyright', 'trademark', 'service', 'mark', 'proprietary', 'rights', 'notices', 'incorporated', 'accompanying', 'airbnb', 'platform', 'airbnb', 'content', 'member', 'content', 'trademarks', 'service', 'marks', 'logos', 'trade', 'names', 'source', 'identifiers', 'airbnb', 'used', 'connection', 'airbnb', 'platform', 'airbnb', 'content', 'trademarks', 'registered', 'trademarks', 'airbnb', 'united', 'states', 'abroad', 'trademarks', 'service', 'marks', 'logos', 'trade', 'names', 'proprietary', 'designations', 'third', 'parties', 'used', 'connection', 'airbnb', 'platform', 'airbnb', 'content', 'andor', 'collective', 'content', 'used', 'identification', 'purposes', 'may', 'property', 'respective', 'owners']",0
165,"['use', 'copy', 'adapt', 'modify', 'prepare', 'derivative', 'works', 'distribute', 'license', 'sell', 'transfer', 'publicly', 'display', 'publicly', 'perform', 'transmit', 'broadcast', 'otherwise', 'exploit', 'airbnb', 'platform', 'collective', 'content', 'except', 'extent', 'legal', 'owner', 'certain', 'member', 'content', 'expressly', 'permitted', 'terms', 'licenses', 'rights', 'granted', 'implication', 'otherwise', 'intellectual', 'property', 'rights', 'owned', 'controlled', 'airbnb', 'licensors', 'except', 'licenses', 'rights', 'expressly', 'granted', 'terms']",0
166,"['subject', 'compliance', 'terms', 'airbnb', 'grants', 'limited', 'nonexclusive', 'nonsublicensable', 'revocable', 'nontransferable', 'license', 'download', 'use', 'application', 'personal', 'devices', 'ii', 'access', 'view', 'collective', 'content', 'made', 'available', 'airbnb', 'platform', 'accessible', 'solely', 'personal', 'noncommercial', 'use']",0
167,"['creating', 'uploading', 'posting', 'sending', 'receiving', 'storing', 'otherwise', 'making', 'available', 'member', 'content', 'airbnb', 'platform', 'grant', 'airbnb', 'nonexclusive', 'worldwide', 'royaltyfree', 'irrevocable', 'perpetual', 'term', 'protection', 'sublicensable', 'transferable', 'license', 'member', 'content', 'access', 'use', 'store', 'copy', 'modify', 'prepare', 'derivative', 'works', 'distribute', 'publish', 'transmit', 'stream', 'broadcast', 'otherwise', 'exploit', 'manner', 'member', 'content', 'provide', 'andor', 'promote', 'airbnb', 'platform', 'media', 'platform', 'unless', 'provide', 'specific', 'consent', 'airbnb', 'claim', 'ownership', 'rights', 'member', 'content', 'nothing', 'terms', 'deemed', 'restrict', 'rights', 'may', 'use', 'exploit', 'member', 'content']",0
168,"['airbnb', 'may', 'offer', 'hosts', 'option', 'professional', 'photographers', 'take', 'photographs', 'host', 'services', 'made', 'available', 'photographer', 'hosts', 'include', 'listings', 'without', 'watermark', 'tag', 'bearing', 'words', 'airbnbcom', 'verified', 'photo', 'similar', 'wording', 'verified', 'images', 'responsible', 'ensuring', 'host', 'service', 'accurately', 'represented', 'verified', 'images', 'stop', 'using', 'verified', 'images', 'airbnb', 'platform', 'longer', 'accurately', 'represent', 'listing', 'stop', 'hosting', 'host', 'service', 'featured', 'airbnb', 'account', 'terminated', 'suspended', 'reason', 'acknowledge', 'agree', 'airbnb', 'shall', 'right', 'use', 'verified', 'images', 'advertising', 'marketing', 'andor', 'business', 'purposes', 'media', 'platform', 'whether', 'relation', 'listing', 'otherwise', 'without', 'notice', 'compensation', 'airbnb', 'exclusive', 'owner', 'verified', 'images', 'using', 'verified', 'images', 'airbnb', 'platform', 'grant', 'airbnb', 'exclusive', 'worldwide', 'royaltyfree', 'irrevocable', 'perpetual', 'term', 'protection', 'sublicensable', 'transferable', 'license', 'use', 'verified', 'images', 'advertising', 'marketing', 'andor', 'business', 'purposes', 'media', 'platform', 'whether', 'relation', 'listing', 'otherwise', 'without', 'notice', 'compensation', 'airbnb', 'turn', 'grants', 'limited', 'nonexclusive', 'nonsublicensable', 'revocable', 'nontransferable', 'license', 'use', 'verified', 'images', 'outside', 'airbnb', 'platform', 'solely', 'personal', 'noncommercial', 'use']",0
169,"['solely', 'responsible', 'member', 'content', 'make', 'available', 'airbnb', 'platform', 'accordingly', 'represent', 'warrant', 'either', 'sole', 'exclusive', 'owner', 'member', 'content', 'make', 'available', 'airbnb', 'platform', 'rights', 'licenses', 'consents', 'releases', 'necessary', 'grant', 'airbnb', 'rights', 'member', 'content', 'contemplated', 'terms', 'ii', 'neither', 'member', 'content', 'posting', 'uploading', 'publication', 'submission', 'transmittal', 'member', 'content', 'airbnbs', 'use', 'member', 'content', 'portion', 'thereof', 'infringe', 'misappropriate', 'violate', 'third', 'partys', 'patent', 'copyright', 'trademark', 'trade', 'secret', 'moral', 'rights', 'proprietary', 'intellectual', 'property', 'rights', 'rights', 'publicity', 'privacy', 'result', 'violation', 'applicable', 'law', 'regulation']",0
170,"['post', 'upload', 'publish', 'submit', 'transmit', 'member', 'content', 'fraudulent', 'false', 'misleading', 'directly', 'omission', 'failure', 'update', 'information', 'deceptive', 'ii', 'defamatory', 'libelous', 'obscene', 'pornographic', 'vulgar', 'offensive', 'iii', 'promotes', 'discrimination', 'bigotry', 'racism', 'hatred', 'harassment', 'harm', 'individual', 'group', 'iv', 'violent', 'threatening', 'promotes', 'violence', 'actions', 'threatening', 'person', 'v', 'promotes', 'illegal', 'harmful', 'activities', 'substances', 'vi', 'violates', 'airbnb’s', 'content', 'policy', 'airbnb', 'policy']",0
171,"['airbnb', 'respects', 'copyright', 'law', 'expects', 'members', 'believe', 'content', 'airbnb', 'platform', 'infringes', 'copyrights', 'please', 'notify', 'us', 'accordance', 'copyright', 'policy']",0
172,"['airbnb', 'may', 'charge', 'fees', 'hosts', 'host', 'fees', 'andor', 'guests', 'guest', 'fees', 'collectively', 'service', 'fees', 'consideration', 'use', 'airbnb', 'platform', 'information', 'service', 'fees', 'apply', 'calculated', 'found', 'service', 'fees', 'page']",0
173,"['applicable', 'service', 'fees', 'including', 'applicable', 'taxes', 'displayed', 'host', 'guest', 'prior', 'publishing', 'booking', 'listing']",0
174,"['responsible', 'paying', 'service', 'fees', 'owe', 'airbnb', 'applicable', 'service', 'fees', 'due', 'payable', 'collected', 'airbnb', 'payments', 'pursuant', 'payments', 'terms', 'except', 'otherwise', 'provided', 'airbnb', 'platform', 'service', 'fees', 'nonrefundable']",0
